timestamp_local,target_month,release_month,job_id,model,variable,value,parsed_ok,parsed_notes,raw_model_output,citations
2026-03-25 20:00:00,2026-03,2026-04,2026-03_macro_conditions_serverA,gpt-5-search-api,real_gdp_level,23100.0,True,found=26 pairs,target_month=2026-03 release_month=2026-04 real_gdp_level=23100 real_gdp_qoq=1.80 real_gdp_yoy=2.75 industrial_production_index=105 industrial_production_mom=0.30 industrial_production_yoy=1.80 durable_goods_level=290 billion_usd durable_goods_mom=1.20 durable_goods_yoy=4.50 ism_manufacturing_index=51.0 ism_manufacturing_mom=0.50 cpi_index=302 index cpi_mom=0.20 cpi_yoy=2.70 ppi_index=210 index ppi_mom=0.30 ppi_yoy=2.50 pce_price_index_level=110 index pce_price_index_mom=0.20 pce_price_index_yoy=2.90 nonfarm_payrolls_level=159500 thousand_persons nonfarm_payrolls_change=150 thousand_persons unemployment_rate=4.50 unemployment_rate_mom=0.10,
2026-03-25 20:00:00,2026-03,2026-04,2026-03_macro_conditions_serverA,gpt-5-search-api,real_gdp_qoq,1.8,True,found=26 pairs,target_month=2026-03 release_month=2026-04 real_gdp_level=23100 real_gdp_qoq=1.80 real_gdp_yoy=2.75 industrial_production_index=105 industrial_production_mom=0.30 industrial_production_yoy=1.80 durable_goods_level=290 billion_usd durable_goods_mom=1.20 durable_goods_yoy=4.50 ism_manufacturing_index=51.0 ism_manufacturing_mom=0.50 cpi_index=302 index cpi_mom=0.20 cpi_yoy=2.70 ppi_index=210 index ppi_mom=0.30 ppi_yoy=2.50 pce_price_index_level=110 index pce_price_index_mom=0.20 pce_price_index_yoy=2.90 nonfarm_payrolls_level=159500 thousand_persons nonfarm_payrolls_change=150 thousand_persons unemployment_rate=4.50 unemployment_rate_mom=0.10,
2026-03-25 20:00:00,2026-03,2026-04,2026-03_macro_conditions_serverA,gpt-5-search-api,real_gdp_yoy,2.75,True,found=26 pairs,target_month=2026-03 release_month=2026-04 real_gdp_level=23100 real_gdp_qoq=1.80 real_gdp_yoy=2.75 industrial_production_index=105 industrial_production_mom=0.30 industrial_production_yoy=1.80 durable_goods_level=290 billion_usd durable_goods_mom=1.20 durable_goods_yoy=4.50 ism_manufacturing_index=51.0 ism_manufacturing_mom=0.50 cpi_index=302 index cpi_mom=0.20 cpi_yoy=2.70 ppi_index=210 index ppi_mom=0.30 ppi_yoy=2.50 pce_price_index_level=110 index pce_price_index_mom=0.20 pce_price_index_yoy=2.90 nonfarm_payrolls_level=159500 thousand_persons nonfarm_payrolls_change=150 thousand_persons unemployment_rate=4.50 unemployment_rate_mom=0.10,
2026-03-25 20:00:00,2026-03,2026-04,2026-03_macro_conditions_serverA,gpt-5-search-api,industrial_production_index,105.0,True,found=26 pairs,target_month=2026-03 release_month=2026-04 real_gdp_level=23100 real_gdp_qoq=1.80 real_gdp_yoy=2.75 industrial_production_index=105 industrial_production_mom=0.30 industrial_production_yoy=1.80 durable_goods_level=290 billion_usd durable_goods_mom=1.20 durable_goods_yoy=4.50 ism_manufacturing_index=51.0 ism_manufacturing_mom=0.50 cpi_index=302 index cpi_mom=0.20 cpi_yoy=2.70 ppi_index=210 index ppi_mom=0.30 ppi_yoy=2.50 pce_price_index_level=110 index pce_price_index_mom=0.20 pce_price_index_yoy=2.90 nonfarm_payrolls_level=159500 thousand_persons nonfarm_payrolls_change=150 thousand_persons unemployment_rate=4.50 unemployment_rate_mom=0.10,
2026-03-25 20:00:00,2026-03,2026-04,2026-03_macro_conditions_serverA,gpt-5-search-api,industrial_production_mom,0.3,True,found=26 pairs,target_month=2026-03 release_month=2026-04 real_gdp_level=23100 real_gdp_qoq=1.80 real_gdp_yoy=2.75 industrial_production_index=105 industrial_production_mom=0.30 industrial_production_yoy=1.80 durable_goods_level=290 billion_usd durable_goods_mom=1.20 durable_goods_yoy=4.50 ism_manufacturing_index=51.0 ism_manufacturing_mom=0.50 cpi_index=302 index cpi_mom=0.20 cpi_yoy=2.70 ppi_index=210 index ppi_mom=0.30 ppi_yoy=2.50 pce_price_index_level=110 index pce_price_index_mom=0.20 pce_price_index_yoy=2.90 nonfarm_payrolls_level=159500 thousand_persons nonfarm_payrolls_change=150 thousand_persons unemployment_rate=4.50 unemployment_rate_mom=0.10,
2026-03-25 20:00:00,2026-03,2026-04,2026-03_macro_conditions_serverA,gpt-5-search-api,industrial_production_yoy,1.8,True,found=26 pairs,target_month=2026-03 release_month=2026-04 real_gdp_level=23100 real_gdp_qoq=1.80 real_gdp_yoy=2.75 industrial_production_index=105 industrial_production_mom=0.30 industrial_production_yoy=1.80 durable_goods_level=290 billion_usd durable_goods_mom=1.20 durable_goods_yoy=4.50 ism_manufacturing_index=51.0 ism_manufacturing_mom=0.50 cpi_index=302 index cpi_mom=0.20 cpi_yoy=2.70 ppi_index=210 index ppi_mom=0.30 ppi_yoy=2.50 pce_price_index_level=110 index pce_price_index_mom=0.20 pce_price_index_yoy=2.90 nonfarm_payrolls_level=159500 thousand_persons nonfarm_payrolls_change=150 thousand_persons unemployment_rate=4.50 unemployment_rate_mom=0.10,
2026-03-25 20:00:00,2026-03,2026-04,2026-03_macro_conditions_serverA,gpt-5-search-api,durable_goods_level,290.0,True,found=26 pairs,target_month=2026-03 release_month=2026-04 real_gdp_level=23100 real_gdp_qoq=1.80 real_gdp_yoy=2.75 industrial_production_index=105 industrial_production_mom=0.30 industrial_production_yoy=1.80 durable_goods_level=290 billion_usd durable_goods_mom=1.20 durable_goods_yoy=4.50 ism_manufacturing_index=51.0 ism_manufacturing_mom=0.50 cpi_index=302 index cpi_mom=0.20 cpi_yoy=2.70 ppi_index=210 index ppi_mom=0.30 ppi_yoy=2.50 pce_price_index_level=110 index pce_price_index_mom=0.20 pce_price_index_yoy=2.90 nonfarm_payrolls_level=159500 thousand_persons nonfarm_payrolls_change=150 thousand_persons unemployment_rate=4.50 unemployment_rate_mom=0.10,
2026-03-25 20:00:00,2026-03,2026-04,2026-03_macro_conditions_serverA,gpt-5-search-api,durable_goods_mom,1.2,True,found=26 pairs,target_month=2026-03 release_month=2026-04 real_gdp_level=23100 real_gdp_qoq=1.80 real_gdp_yoy=2.75 industrial_production_index=105 industrial_production_mom=0.30 industrial_production_yoy=1.80 durable_goods_level=290 billion_usd durable_goods_mom=1.20 durable_goods_yoy=4.50 ism_manufacturing_index=51.0 ism_manufacturing_mom=0.50 cpi_index=302 index cpi_mom=0.20 cpi_yoy=2.70 ppi_index=210 index ppi_mom=0.30 ppi_yoy=2.50 pce_price_index_level=110 index pce_price_index_mom=0.20 pce_price_index_yoy=2.90 nonfarm_payrolls_level=159500 thousand_persons nonfarm_payrolls_change=150 thousand_persons unemployment_rate=4.50 unemployment_rate_mom=0.10,
2026-03-25 20:00:00,2026-03,2026-04,2026-03_macro_conditions_serverA,gpt-5-search-api,durable_goods_yoy,4.5,True,found=26 pairs,target_month=2026-03 release_month=2026-04 real_gdp_level=23100 real_gdp_qoq=1.80 real_gdp_yoy=2.75 industrial_production_index=105 industrial_production_mom=0.30 industrial_production_yoy=1.80 durable_goods_level=290 billion_usd durable_goods_mom=1.20 durable_goods_yoy=4.50 ism_manufacturing_index=51.0 ism_manufacturing_mom=0.50 cpi_index=302 index cpi_mom=0.20 cpi_yoy=2.70 ppi_index=210 index ppi_mom=0.30 ppi_yoy=2.50 pce_price_index_level=110 index pce_price_index_mom=0.20 pce_price_index_yoy=2.90 nonfarm_payrolls_level=159500 thousand_persons nonfarm_payrolls_change=150 thousand_persons unemployment_rate=4.50 unemployment_rate_mom=0.10,
2026-03-25 20:00:00,2026-03,2026-04,2026-03_macro_conditions_serverA,gpt-5-search-api,ism_manufacturing_index,51.0,True,found=26 pairs,target_month=2026-03 release_month=2026-04 real_gdp_level=23100 real_gdp_qoq=1.80 real_gdp_yoy=2.75 industrial_production_index=105 industrial_production_mom=0.30 industrial_production_yoy=1.80 durable_goods_level=290 billion_usd durable_goods_mom=1.20 durable_goods_yoy=4.50 ism_manufacturing_index=51.0 ism_manufacturing_mom=0.50 cpi_index=302 index cpi_mom=0.20 cpi_yoy=2.70 ppi_index=210 index ppi_mom=0.30 ppi_yoy=2.50 pce_price_index_level=110 index pce_price_index_mom=0.20 pce_price_index_yoy=2.90 nonfarm_payrolls_level=159500 thousand_persons nonfarm_payrolls_change=150 thousand_persons unemployment_rate=4.50 unemployment_rate_mom=0.10,
